time,load,wind_power,solar_power,temp,wind_speed,irradiance,snowfall,visibility,precipitation,humidity,dhi,dni,ghi,season,day_of_week
2019-01-01 12:00:00,18598.0,1726.1666666666667,8135.833333333333,10.705,3.79,519.0166666666667,0.0,10000.0,0.0,26.233166666666666,83.5,871.6666666666666,519.0166666666667,winter,1
2019-01-01 13:00:00,18624.0,1400.1666666666667,8254.166666666666,10.846666666666666,3.79,472.01666666666665,0.0,10000.0,0.0,26.885666666666665,68.14999999999999,900.35,472.01666666666665,winter,1
2019-01-01 14:00:00,19202.416666666668,1126.8333333333333,7693.0,10.313333333333334,3.5050000000000003,358.8833333333334,0.0,10000.0,0.0,30.1375,60.15,839.6333333333333,358.8833333333334,winter,1
2019-01-01 15:00:00,20349.58333333333,757.1666666666666,5060.833333333333,9.760000000000002,3.22,205.91666666666663,0.0,10000.0,0.0,33.612,46.15,709.6166666666667,205.91666666666663,winter,1
2019-01-01 16:00:00,22596.0,543.75,983.9166666666666,6.168333333333334,2.4033333333333333,46.16666666666666,0.0,10000.0,0.0,44.7665,19.916666666666668,294.56666666666666,46.16666666666666,winter,1
2019-01-01 17:00:00,25972.0,464.8333333333333,3.25,5.158333333333334,2.3466666666666667,0.0,0.0,10000.0,0.0,46.7275,0.0,0.0,0.0,winter,1
2019-01-01 18:00:00,26872.25,381.3333333333333,2.0,4.695,2.2183333333333333,0.0,0.0,10000.0,0.0,48.179833333333335,0.0,0.0,0.0,winter,1
2019-01-01 19:00:00,26711.08333333333,385.6666666666667,2.0,4.388333333333334,2.081666666666667,0.0,0.0,10000.0,0.0,49.3185,0.0,0.0,0.0,winter,1
2019-01-01 20:00:00,26334.5,343.6666666666667,2.0,4.163333333333334,1.9383333333333332,0.0,0.0,10000.0,0.0,50.21416666666667,0.0,0.0,0.0,winter,1
2019-01-01 21:00:00,25437.33333333333,315.0,2.0,3.918333333333333,1.8083333333333336,0.0,0.0,10000.0,0.0,51.19316666666666,0.0,0.0,0.0,winter,1
2019-01-01 22:00:00,23929.33333333333,259.3333333333333,2.0,3.745,1.705,0.0,0.0,10000.0,0.0,51.921666666666674,0.0,0.0,0.0,winter,1
2019-01-01 23:00:00,22372.5,247.91666666666663,1.8333333333333333,3.640000000000001,1.6316666666666668,0.0,0.0,10000.0,0.0,52.366166666666665,0.0,0.0,0.0,winter,1
2019-01-02 00:00:00,21224.25,207.0,0.0,3.615,1.5916666666666668,0.0,0.0,10000.0,0.0,52.35383333333334,0.0,0.0,0.0,winter,2
2019-01-02 01:00:00,20495.0,209.25,0.0,3.633333333333334,1.5450000000000002,0.0,0.0,10000.0,0.0,52.00833333333333,0.0,0.0,0.0,winter,2
2019-01-02 02:00:00,20125.416666666668,266.4166666666667,0.0,3.6100000000000008,1.528333333333333,0.0,0.0,10000.0,0.0,51.63883333333334,0.0,0.0,0.0,winter,2
2019-01-02 03:00:00,20196.33333333333,291.1666666666667,0.0,3.5316666666666667,1.5066666666666668,0.0,0.0,10000.0,0.0,51.6555,0.0,0.0,0.0,winter,2
2019-01-02 04:00:00,20893.166666666668,310.5833333333333,0.0,3.4633333333333334,1.5083333333333335,0.0,0.0,10000.0,0.0,52.121,0.0,0.0,0.0,winter,2
2019-01-02 05:00:00,22421.75,366.3333333333333,0.0,3.453333333333333,1.4916666666666671,0.0,0.0,10000.0,0.0,52.423166666666674,0.0,0.0,0.0,winter,2
2019-01-02 06:00:00,24535.916666666668,412.0,0.6666666666666666,3.77,1.4583333333333337,0.0,0.0,10000.0,0.0,52.39266666666666,0.0,0.0,0.0,winter,2
2019-01-02 07:00:00,25734.08333333333,474.5833333333333,1004.9166666666666,5.1450000000000005,1.6450000000000002,41.7,0.0,10000.0,0.0,50.326,14.833333333333334,259.1166666666667,41.7,winter,2
2019-01-02 08:00:00,25510.666666666668,406.5833333333333,5085.666666666667,7.326666666666667,2.11,189.5666666666667,0.0,10000.0,0.0,45.7225,38.2,697.0166666666668,189.5666666666667,winter,2
2019-01-02 09:00:00,24498.58333333333,410.6666666666667,7747.0,9.213333333333331,2.346666666666667,344.76666666666665,0.0,10000.0,0.0,40.905,52.05,846.0666666666666,344.76666666666665,winter,2
2019-01-02 10:00:00,23536.5,401.4166666666667,8175.0,10.666666666666666,2.35,462.3333333333333,0.0,10000.0,0.0,37.46716666666666,61.083333333333336,907.55,462.3333333333333,winter,2
2019-01-02 11:00:00,22721.25,421.0833333333333,8053.5,11.686666666666667,2.313333333333333,527.6,0.0,10000.0,0.0,35.92116666666667,64.61666666666666,937.8,527.6,winter,2
2019-01-02 12:00:00,22134.33333333333,448.0,8048.416666666667,12.311666666666667,2.2150000000000003,531.0166666666667,0.0,10000.0,0.0,35.1865,66.35000000000001,935.6166666666668,531.0166666666667,winter,2
2019-01-02 13:00:00,22140.83333333333,293.0,8234.0,12.486666666666666,2.1166666666666667,472.8833333333334,0.0,10000.0,0.0,35.8365,65.60000000000001,904.8666666666668,472.8833333333334,winter,2
2019-01-02 14:00:00,22510.5,295.4166666666667,7926.833333333333,11.98,1.7183333333333335,360.45,0.0,10000.0,0.0,39.445,59.083333333333336,842.1833333333334,360.45,winter,2
2019-01-02 15:00:00,23456.5,249.08333333333331,5381.166666666667,11.420000000000002,1.3400000000000003,207.11666666666667,0.0,10000.0,0.0,43.296000000000014,46.583333333333336,704.8333333333334,207.11666666666667,winter,2
2019-01-02 16:00:00,25337.666666666668,213.66666666666663,1039.6666666666667,8.57,0.94,49.8,0.0,10000.0,0.0,49.83983333333333,19.816666666666663,320.03333333333336,49.8,winter,2
2019-01-02 17:00:00,28251.75,176.08333333333334,62.333333333333336,7.886666666666667,0.8916666666666667,0.0,0.0,10000.0,0.0,50.14233333333334,0.0,0.0,0.0,winter,2
